ABergo,http://www.wikidata.org/entity/Q13125329,Abergorlech
Adrian,http://www.wikidata.org/entity/Q372250,Adrian
Alik,http://www.wikidata.org/entity/Q2836909,Alik
allyson,http://www.wikidata.org/entity/Q23039049,Allyson
andrew,http://www.wikidata.org/entity/Q43399,Andrew
asc,http://www.wikidata.org/entity/Q181593,sorting algorithm
AYM,http://www.wikidata.org/entity/Q12656551,aym
Ban,http://www.wikidata.org/entity/Q902,Bangladesh
Ben Trevino,http://www.wikidata.org/entity/Q35777382,Ben Trevino: medicine's rain-maker from the West. Interview by Evelyne Michaels.
Bill,http://www.wikidata.org/entity/Q686822,bill
Bob Marshall,http://www.wikidata.org/entity/Q2907745,Bob Marshall
Bryan,http://www.wikidata.org/entity/Q695556,Bryan
CB,http://www.wikidata.org/entity/Q1046,niobium
Chad,http://www.wikidata.org/entity/Q657,Chad
cheri,http://www.wikidata.org/entity/Q1090970,Chéri
CHUN-JU,http://www.wikidata.org/entity/Q484942,Chun Jung-myung
City and County of Honolulu,http://www.wikidata.org/entity/Q487704,Honolulu County
CKL,http://www.wikidata.org/entity/Q908071,Chkalovsky Airport
Conor,http://www.wikidata.org/entity/Q16744133,CONOR
County of Hawaii,http://www.wikidata.org/entity/Q13410431,county of Hawaii
Crystal,http://www.wikidata.org/entity/Q43533,crystal
Cy,http://www.wikidata.org/entity/Q229,Cyprus
DAGS,http://www.wikidata.org/entity/Q5208656,Dags
Dale,http://www.wikidata.org/entity/Q39816,valley
DBEDT,http://www.wikidata.org/entity/Q30285870,Hawaii Department of Business Economic Development and Tourism
deanna,http://www.wikidata.org/entity/Q20898921,Deanna
Department of defense,http://www.wikidata.org/entity/Q11209,United States Department of Defense
Department of Defense,http://www.wikidata.org/entity/Q11209,United States Department of Defense
Department of Health,http://www.wikidata.org/entity/Q4294371,Department of Health
Department of Human Resources,http://www.wikidata.org/entity/Q5260343,Department of Human Resources
DHS,http://www.wikidata.org/entity/Q11231,United States Department of Homeland Security
Diversey,http://www.wikidata.org/entity/Q3032235,Diversey station
dks,http://www.wikidata.org/entity/Q658326,Dikson Airport
DLIR,http://www.wikidata.org/entity/Q3011378,DLire
DOH,http://www.wikidata.org/entity/Q1198791,Hamad International Airport
Doug Gray,http://www.wikidata.org/entity/Q5300517,Doug Gray
Eo,http://www.wikidata.org/entity/Q143,Esperanto
Erick,http://www.wikidata.org/entity/Q19828986,Erick
Genelle,http://www.wikidata.org/entity/Q61282075,Genelle
Hawaii State Legislature,http://www.wikidata.org/entity/Q5684411,Hawaii State Legislature
Hawaii State Public Library,http://www.wikidata.org/entity/Q5684409,Hawaii State Public Library System
Hawaii State Public Library System,http://www.wikidata.org/entity/Q5684409,Hawaii State Public Library System
Health,http://www.wikidata.org/entity/Q12147,health
Janet,http://www.wikidata.org/entity/Q13553631,Janet
Jonathan Chin,http://www.wikidata.org/entity/Q61890591,Jonathan Chinn
Juliet,http://www.wikidata.org/entity/Q9773,J
Kaisa,http://www.wikidata.org/entity/Q11869012,Kaisa
Kanoe,http://www.wikidata.org/entity/Q4356223,Kanoê language
karen,http://www.wikidata.org/entity/Q1221747,Karen
Kathy,http://www.wikidata.org/entity/Q1561114,Kathy
Kayla,http://www.wikidata.org/entity/Q4963168,Kayla
Ken,http://www.wikidata.org/entity/Q114,Kenya
Kevin,http://www.wikidata.org/entity/Q605834,Kevin
kirstenf,http://www.wikidata.org/entity/Q31219040,Kirstenfjellet
Les,http://www.wikidata.org/entity/Q1013,Lesotho
Lisi,http://www.wikidata.org/entity/Q19968549,Lisi
maggi,http://www.wikidata.org/entity/Q688424,Maggi
Mark,http://www.wikidata.org/entity/Q31966,Mark the Evangelist
Meredith Slota,http://www.wikidata.org/entity/Q56074230,Meredith Slota
Michael Christopher,http://www.wikidata.org/entity/Q298276,Michael Sheen
Michael Little,http://www.wikidata.org/entity/Q21621853,Michael Little
milldo,http://www.wikidata.org/entity/Q25634962,Milldoe - Mid Tooin
Molly,http://www.wikidata.org/entity/Q69488,MDMA
Nathan,http://www.wikidata.org/entity/Q11167678,Nathan
Nathaniel,http://www.wikidata.org/entity/Q18978396,Nathaniel
nick,http://www.wikidata.org/entity/Q154958,Nickelodeon
OIMT,http://www.wikidata.org/entity/Q3443049,Tabas Airport
Partha,http://www.wikidata.org/entity/Q185790,Arjuna
Paul,http://www.wikidata.org/entity/Q9200,Paul
PSD,http://www.wikidata.org/entity/Q752435,Social Democratic Party
queen bee,http://www.wikidata.org/entity/Q816345,queen bee
Randy,http://www.wikidata.org/entity/Q1215702,Randy
Robin Glass,http://www.wikidata.org/entity/Q56191782,Robin Glasscock
RT,http://www.wikidata.org/entity/Q180507,radiation therapy
Ruderman,http://www.wikidata.org/entity/Q47515080,Ruderman
Russell,http://www.wikidata.org/entity/Q33760,Bertrand Russell
sakurai,http://www.wikidata.org/entity/Q127026,Sakurai
Scott,http://www.wikidata.org/entity/Q2260734,Scott
sjo,http://www.wikidata.org/entity/Q555940,Juan Santamaría International Airport
Socrata,http://www.wikidata.org/entity/Q7553096,Socrata
Sophie,http://www.wikidata.org/entity/Q14942517,Sophie
Steve Savage,http://www.wikidata.org/entity/Q44741836,Steve Savage
Toodle,http://www.wikidata.org/entity/Q37314728,Toodle
Tsurumi,http://www.wikidata.org/entity/Q26446679,Tsurumi
will,http://www.wikidata.org/entity/Q155656,will
Willy,http://www.wikidata.org/entity/Q416744,Willy
Zheng Fang,http://www.wikidata.org/entity/Q45453299,Zheng Fang
